,0,1,2,3,4,5,6,7,8,9,10
637,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
638,Jet Airways,06-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4030
639,SpiceJet,24-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
640,IndiGo,15-06-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
641,Air India,24-04-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5228
642,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
643,Air Asia,03-04-19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
644,IndiGo,27-06-19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
645,Jet Airways,27-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,8016
646,IndiGo,24-05-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2437
647,SpiceJet,06-06-19,Mumbai,Hyderabad,BOM ? HYD,22:45,07-06-21 0:15,1h 30m,1,No check-in baggage included,1965
648,IndiGo,18-06-19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
649,Jet Airways,01-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,8016
650,Jet Airways,27-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
651,Vistara,24-03-19,Bangalore,New Delhi,BLR ? DEL,21:10,28-03-21 0:05,2h 55m,1,No info,4353
652,Air Asia,15-04-19,Bangalore,New Delhi,BLR ? DEL,23:55,16-04-21 2:45,2h 50m,1,No info,4483
653,Vistara,12-05-19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
654,IndiGo,01-04-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,3342
655,Air India,12-06-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
656,SpiceJet,21-06-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
657,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4777
658,IndiGo,03-04-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
659,IndiGo,15-06-19,Bangalore,New Delhi,BLR ? DEL,21:15,16-06-21 0:15,3h,1,No info,3943
660,SpiceJet,27-05-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
661,IndiGo,15-04-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
662,Air India,06-06-19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
663,SpiceJet,18-03-19,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,1,No check-in baggage included,2385
664,Jet Airways,15-06-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4050
665,GoAir,12-04-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,6722
666,SpiceJet,24-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
667,IndiGo,18-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
668,Jet Airways,09-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,4544
669,Jet Airways,21-05-19,New Delhi,Cochin,DEL ? COK,9:50,13:05,3h 15m,1,In-flight meal not included,7202
670,Air India,27-03-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,2575
671,IndiGo,01-03-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,1,No info,14306
672,Jet Airways,09-03-19,Mumbai,Hyderabad,BOM ? HYD,6:30,8:00,1h 30m,1,In-flight meal not included,4995
673,Air India,27-04-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,6094
674,IndiGo,24-03-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
675,SpiceJet,24-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
676,SpiceJet,27-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
677,IndiGo,03-06-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,6015
678,Air Asia,09-03-19,Bangalore,New Delhi,BLR ? DEL,23:25,10-03-21 2:10,2h 45m,1,No info,5615
679,IndiGo,06-04-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4174
680,SpiceJet,24-03-19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No check-in baggage included,5469
681,Jet Airways,27-06-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,6478
682,Vistara,03-03-19,Bangalore,New Delhi,BLR ? DEL,19:40,22:20,2h 40m,1,No info,11913
683,Vistara,27-04-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,5613
684,SpiceJet,01-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
685,IndiGo,15-05-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
686,SpiceJet,12-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2227
687,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
688,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5780
689,Jet Airways,09-05-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
690,IndiGo,15-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
691,SpiceJet,18-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,2647
692,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,12649
693,Vistara,15-05-19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
694,IndiGo,01-04-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4423
695,IndiGo,27-06-19,Bangalore,New Delhi,BLR ? DEL,21:15,28-06-21 0:15,3h,1,No info,3943
696,Jet Airways,27-03-19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,1,In-flight meal not included,3205
697,SpiceJet,12-05-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3257
698,IndiGo,03-06-19,Kolkata,Bangalore,CCU ? BLR,22:15,04-06-21 0:50,2h 35m,1,No info,4804
699,IndiGo,21-03-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,1,No info,2227
700,Jet Airways,21-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,No info,8040
701,GoAir,06-06-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3419
702,Jet Airways,01-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,8016
703,Jet Airways,06-04-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
704,IndiGo,15-04-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,6015
705,Jet Airways,15-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,5198
706,Vistara,03-06-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
707,Air India,15-05-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
708,SpiceJet,18-06-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
709,SpiceJet,12-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,2175
710,Jet Airways,21-05-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
711,Jet Airways,24-05-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
712,Jet Airways,24-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
713,IndiGo,06-04-19,Bangalore,New Delhi,BLR ? DEL,23:30,07-04-21 2:20,2h 50m,1,No info,4591
714,IndiGo,24-06-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
715,Jet Airways,09-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
716,Air India,06-04-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,5176
717,Jet Airways,09-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
718,Jet Airways,12-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
719,IndiGo,09-03-19,Chennai,Kolkata,MAA ? CCU,22:05,10-03-21 0:25,2h 20m,1,No info,6297
720,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,6144
721,Jet Airways,09-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,3702
722,IndiGo,12-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
723,Vistara,09-04-19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,5586
724,SpiceJet,27-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2017
725,SpiceJet,24-04-19,Bangalore,New Delhi,BLR ? DEL,21:10,25-04-21 0:05,2h 55m,1,No check-in baggage included,3573
726,IndiGo,09-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
727,Air Asia,03-03-19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,7074
728,IndiGo,01-05-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
729,IndiGo,27-04-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
730,Air Asia,12-05-19,Bangalore,New Delhi,BLR ? DEL,23:55,13-05-21 2:45,2h 50m,1,No info,4483
731,Air India,01-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,7171
732,Jet Airways,21-05-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4030
733,Air India,21-05-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
734,IndiGo,27-06-19,Chennai,Kolkata,MAA ? CCU,22:05,28-06-21 0:25,2h 20m,1,No info,5277
735,Air India,06-03-19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,7931
736,IndiGo,27-05-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,5224
737,IndiGo,18-05-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
738,IndiGo,24-04-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
739,IndiGo,06-04-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4174
740,Air India,27-06-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,5201
741,Jet Airways,09-05-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2759
742,IndiGo,15-05-19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4423
743,Jet Airways,24-05-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,6144
744,Jet Airways,03-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,5769
745,Air India,15-06-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3100
746,SpiceJet,15-03-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No check-in baggage included,3815
747,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
748,IndiGo,18-06-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
749,SpiceJet,15-03-19,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,1,No check-in baggage included,2385
750,Jet Airways,24-03-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:25,1h 30m,1,In-flight meal not included,2071
751,Air India,27-04-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
752,SpiceJet,06-04-19,Bangalore,New Delhi,BLR ? DEL,21:10,07-04-21 0:05,2h 55m,1,No info,3971
753,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,22:10,22-06-21 1:00,2h 50m,1,No info,3943
754,Vistara,12-04-19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,5403
755,Air India,03-05-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
756,Jet Airways,15-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
757,IndiGo,27-05-19,Kolkata,Bangalore,CCU ? BLR,21:25,28-05-21 0:05,2h 40m,1,No info,4804
758,IndiGo,15-06-19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
759,Air India,21-03-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4435
760,IndiGo,12-06-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
761,IndiGo,12-04-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4174
762,IndiGo,06-05-19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,3342
763,IndiGo,18-04-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
764,Vistara,12-05-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
765,IndiGo,03-05-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
766,SpiceJet,18-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-05-21 0:15,1h 30m,1,No check-in baggage included,1965
767,IndiGo,03-06-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
768,GoAir,15-05-19,Bangalore,New Delhi,BLR ? DEL,11:40,14:30,2h 50m,1,No info,3398
769,Air Asia,18-04-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4409
770,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8541
771,IndiGo,21-03-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4777
772,SpiceJet,18-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,19-03-21 0:40,2h 20m,1,No info,3847
773,Vistara,27-05-19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,4668
774,SpiceJet,18-03-19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-03-21 0:10,1h 25m,1,No check-in baggage included,1965
775,IndiGo,15-06-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
776,Jet Airways,24-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
777,Air India,24-05-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
778,IndiGo,15-03-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
779,Air India,09-05-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,6121
780,SpiceJet,21-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,2647
781,SpiceJet,18-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No check-in baggage included,4413
782,IndiGo,09-05-19,Kolkata,Bangalore,CCU ? BLR,21:25,10-05-21 0:05,2h 40m,1,No info,4804
783,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,22:20,13-03-21 1:10,2h 50m,1,No info,4377
784,Air India,06-06-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,6961
785,IndiGo,09-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
786,IndiGo,21-03-19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,5198
787,Vistara,27-04-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,5613
788,IndiGo,03-05-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,5755
789,Vistara,21-05-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
790,Jet Airways,03-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
791,IndiGo,03-06-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
792,IndiGo,15-06-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
793,SpiceJet,06-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,2647
794,Jet Airways,03-03-19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,1,No info,5678
795,SpiceJet,27-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No info,3847
796,Jet Airways,18-05-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,7229
797,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4995
798,SpiceJet,01-04-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
799,Vistara,09-04-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,5403
800,IndiGo,15-03-19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,6297
801,GoAir,09-03-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,1,No info,5706
802,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,1,No info,4823
803,IndiGo,24-06-19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
804,IndiGo,18-04-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4423
805,GoAir,06-04-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3419
806,SpiceJet,03-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
807,IndiGo,15-04-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4174
808,SpiceJet,18-06-19,Bangalore,New Delhi,BLR ? DEL,21:10,19-06-21 0:05,2h 55m,1,No info,3971
809,SpiceJet,06-06-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3573
810,Air India,03-03-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,13885
811,Air Asia,27-04-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
812,Jet Airways,27-05-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4030
813,Jet Airways,01-06-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4050
814,Jet Airways,09-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4544
815,SpiceJet,15-06-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
816,SpiceJet,27-06-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
817,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4544
818,Jet Airways,09-05-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
819,IndiGo,27-04-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
820,SpiceJet,15-06-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
821,IndiGo,15-05-19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
822,Air India,01-03-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,15676
823,SpiceJet,27-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
824,IndiGo,09-04-19,Bangalore,New Delhi,BLR ? DEL,5:30,8:20,2h 50m,1,No info,3943
825,Vistara,09-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
826,IndiGo,06-03-19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,1,No info,5618
827,Vistara,01-04-19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,4851
828,GoAir,15-05-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3419
829,IndiGo,01-04-19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,3943
830,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,0:25,3:15,2h 50m,1,No info,3419
831,Jet Airways,12-06-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,5769
832,SpiceJet,01-05-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
833,IndiGo,24-06-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
834,SpiceJet,12-04-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,4319
835,SpiceJet,21-05-19,Bangalore,New Delhi,BLR ? DEL,21:10,22-05-21 0:05,2h 55m,1,No info,3625
836,Vistara,01-04-19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5613
837,IndiGo,03-04-19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4077
838,Air India,03-03-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,19508
839,IndiGo,01-05-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
840,SpiceJet,21-04-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,4807
841,Vistara,24-03-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,1,No info,5403
842,IndiGo,06-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4990
843,GoAir,01-05-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
844,SpiceJet,24-03-19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,1,No info,4377
845,Vistara,09-06-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
846,SpiceJet,09-06-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
847,GoAir,27-05-19,Bangalore,New Delhi,BLR ? DEL,11:40,14:30,2h 50m,1,No info,3398
848,Jet Airways,06-04-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
849,SpiceJet,21-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,4174
850,IndiGo,01-05-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
851,IndiGo,18-06-19,Bangalore,New Delhi,BLR ? DEL,0:25,3:15,2h 50m,1,No info,3419
852,IndiGo,18-03-19,Chennai,Kolkata,MAA ? CCU,22:05,19-03-21 0:25,2h 20m,1,No info,5277
853,Jet Airways,03-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
854,IndiGo,21-03-19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4148
855,IndiGo,27-05-19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
856,IndiGo,12-05-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,5000
857,SpiceJet,24-03-19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,1,No check-in baggage included,4273
858,IndiGo,12-06-19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
859,GoAir,01-04-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4239
860,IndiGo,01-03-19,Chennai,Kolkata,MAA ? CCU,5:15,7:35,2h 20m,1,No info,7295
861,IndiGo,15-05-19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
862,SpiceJet,09-03-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:05,1h 20m,1,No info,4391
863,SpiceJet,27-04-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,4885
864,Jet Airways,01-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,8016
865,SpiceJet,01-04-19,Bangalore,New Delhi,BLR ? DEL,21:10,02-04-21 0:05,2h 55m,1,No info,3625
866,Jet Airways,21-05-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
867,SpiceJet,21-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,22-05-21 0:15,1h 30m,1,No check-in baggage included,1965
868,SpiceJet,15-06-19,Mumbai,Hyderabad,BOM ? HYD,22:45,16-06-21 0:15,1h 30m,1,No info,2017
869,SpiceJet,03-03-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,7298
870,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,10:05,13:00,2h 55m,1,No info,7648
871,Air India,03-06-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
872,IndiGo,12-05-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,3943
873,IndiGo,12-03-19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4148
