Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,05/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:30,07/05/21 8:55,15h 25m,1 stop,No info,10203
IndiGo,06/03/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,non-stop,No info,3943
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,non-stop,No info,3943
Jet Airways,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,04/03/21 4:25,20h 25m,1 stop,No info,17024
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,13:55,23:25,9h 30m,1 stop,In-flight meal not included,11134
IndiGo,06/24/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,In-flight meal not included,6007
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? BLR,20:25,23:10,2h 45m,non-stop,No info,4804
SpiceJet,06/09/19,New Delhi,Cochin,DEL ? MAA ? COK,6:05,11:20,5h 15m,1 stop,No info,5583
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,04/06/21 19:00,22h 5m,1 stop,No info,14714
GoAir,05/27/19,New Delhi,Cochin,DEL ? AMD ? COK,7:25,13:35,6h 10m,1 stop,No info,6841
Jet Airways,06/09/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,No info,5678
Vistara,04/01/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,5403
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? HYD ? COK,13:15,22:30,9h 15m,1 stop,No info,8888
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:55,16:10,7h 15m,1 stop,In-flight meal not included,7832
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,19-05-21 4:40,9h 45m,1 stop,No info,13941
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,1:40,3:10,1h 30m,non-stop,No info,2754
Air Asia,03/09/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4384
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
Vistara,03/09/19,Bangalore,New Delhi,BLR ? DEL,21:10,13-03-21 0:05,2h 55m,non-stop,No info,7240
IndiGo,06/21/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,non-stop,No info,3943
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,25-06-21 4:25,12h 25m,1 stop,In-flight meal not included,10262
Air Asia,03/03/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,5964
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,16:55,13-03-21 0:45,7h 50m,1 stop,No info,21934
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,10/06/21 4:40,9h 45m,1 stop,In-flight meal not included,9663
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844
Air India,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,19:15,10h 15m,1 stop,No info,6902
Jet Airways,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,04/03/21 4:25,12h 25m,1 stop,No info,17234
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,9103
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,6795
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564
IndiGo,06/03/19,Bangalore,New Delhi,BLR ? DEL,23:30,04/06/21 2:20,2h 50m,non-stop,No info,4591
Jet Airways,04/06/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,25-03-21 12:00,17h 5m,1 stop,In-flight meal not included,11134
GoAir,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,23:30,07/05/21 7:45,8h 15m,1 stop,No info,7451
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,21:20,14h 15m,2 stops,No info,7084
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,16:20,7h 55m,1 stop,In-flight meal not included,10844
Air India,06/15/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,16-06-21 19:15,21h 15m,2 stops,No info,10441
Vistara,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,07/06/21 18:50,22h 30m,1 stop,No info,8820
IndiGo,04/03/19,New Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,non-stop,No info,4729
Multiple carriers,03/09/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,10/03/21 1:35,10h 30m,2 stops,No info,34608
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,7:00,12:25,5h 25m,1 stop,No info,22270
Air Asia,05/01/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,15:30,9h 30m,1 stop,No info,7845
IndiGo,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,6:40,13:20,6h 40m,1 stop,No info,14871
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,3:50,12:35,8h 45m,1 stop,No info,12192
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
IndiGo,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6069
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,13-05-21 4:40,12h 10m,1 stop,No info,14388
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,25-05-21 4:40,9h 45m,1 stop,No info,13731
IndiGo,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,10/05/21 1:30,9h 30m,1 stop,No info,9274
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,9:25,07/06/21 4:25,19h,2 stops,In-flight meal not included,11992
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,0:40,3:25,2h 45m,non-stop,No info,4545
Air India,03/09/19,Bangalore,New Delhi,BLR ? COK ? DEL,22:00,13-03-21 11:05,13h 5m,1 stop,No info,8425
GoAir,06/24/19,New Delhi,Cochin,DEL ? AMD ? COK,7:25,13:35,6h 10m,1 stop,No info,4692
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,07/03/21 19:45,24h,1 stop,No info,17024
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,6144
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,13-06-21 12:35,18h 10m,2 stops,No info,14237
IndiGo,06/03/19,New Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,8:55,15:30,6h 35m,1 stop,No info,15147
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,13-06-21 19:00,22h 5m,1 stop,In-flight meal not included,10262
Vistara,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,02/04/21 23:25,27h 5m,1 stop,No info,7927
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,25-06-21 4:25,22h 55m,2 stops,No info,13014
Air India,05/01/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,4667
Air India,04/09/19,New Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,10/04/21 19:15,23h,2 stops,No info,9916
Air Asia,05/27/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,non-stop,No info,3383
IndiGo,05/15/19,Bangalore,New Delhi,BLR ? DEL,22:10,16-05-21 1:00,2h 50m,non-stop,No info,3419
Vistara,03/06/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,12411
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,8016
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,02/06/21 12:35,26h 55m,2 stops,In-flight meal not included,10368
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? ATQ ? BOM ? COK,8:10,13-06-21 4:25,20h 15m,2 stops,No info,14300
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,02/06/21 12:35,26h 55m,2 stops,No info,13014
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,10/05/21 12:35,26h 35m,1 stop,In-flight meal not included,12373
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,12:50,22-03-21 1:35,12h 45m,1 stop,No info,7695
Jet Airways,05/01/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,No info,8040
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016
Vistara,06/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,23:25,16h 15m,1 stop,No info,9345
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,16108
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,28-05-21 4:25,6h 35m,1 stop,No info,16079
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,07/05/21 4:40,8h 40m,1 stop,No info,14388
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,21:20,28-03-21 0:15,2h 55m,non-stop,No info,5694
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,04/06/21 1:30,10h 30m,1 stop,No info,13377
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,non-stop,No info,5780
Air Asia,05/15/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409
Air India,06/27/19,New Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,28-06-21 7:40,18h 25m,2 stops,No info,13547
GoAir,05/12/19,Kolkata,Bangalore,CCU ? AMD ? BLR,16:40,13-05-21 0:15,7h 35m,1 stop,No info,8855
Vistara,05/09/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
IndiGo,05/24/19,Kolkata,Bangalore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,5192
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,07/06/21 12:00,16h,1 stop,No info,14571
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,08/03/21 4:25,33h 15m,2 stops,No info,16809
Air India,06/01/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,6245
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? PAT ? BLR,9:20,14:15,4h 55m,1 stop,No info,11160
Air India,05/27/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6961
Air India,05/18/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:30,19-05-21 20:25,26h 55m,1 stop,No info,10623
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13727
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,21:05,11h 30m,1 stop,In-flight meal not included,12384
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,22:35,16h 5m,1 stop,In-flight meal not included,8824
IndiGo,05/27/19,New Delhi,Cochin,DEL ? MAA ? COK,2:00,7:25,5h 25m,1 stop,No info,7164
IndiGo,05/18/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,18:15,9h 50m,1 stop,No info,13626
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,16:55,19-03-21 10:25,17h 30m,1 stop,In-flight meal not included,7832
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,19:00,16h 45m,1 stop,In-flight meal not included,10262
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13727
Jet Airways,04/03/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4160
GoAir,05/18/19,Kolkata,Bangalore,CCU ? AMD ? BLR,16:40,19-05-21 0:15,7h 35m,1 stop,No info,10586
Air India,03/03/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,04/03/21 19:15,23h 30m,2 stops,No info,12646
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,07/05/21 16:20,21h 25m,1 stop,No info,13584
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,16:20,7h 55m,1 stop,In-flight meal not included,10844
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
Air India,05/12/19,Kolkata,Bangalore,CCU ? GAU ? BLR,9:50,21:05,11h 15m,1 stop,No info,8450
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,22-05-21 9:20,12h 10m,1 stop,No info,14781
Air India,03/12/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,7082
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,10/05/21 19:00,28h,1 stop,In-flight meal not included,12373
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,9103
Multiple carriers,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:40,10/04/21 1:30,13h 50m,1 stop,No info,6645
Air India,05/27/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,28-05-21 7:40,20h 45m,2 stops,No info,13643
Jet Airways,04/15/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:55,16:10,7h 15m,1 stop,No info,26890
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,13-05-21 10:05,15h 10m,1 stop,In-flight meal not included,9663
Air India,06/12/19,New Delhi,Cochin,DEL ? MAA ? COK,17:20,13-06-21 9:25,16h 5m,1 stop,No info,7480
Vistara,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8610
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,25-05-21 9:20,26h 50m,1 stop,In-flight meal not included,9663
Vistara,05/03/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,07/03/21 4:25,19h 25m,1 stop,In-flight meal not included,13843
IndiGo,05/27/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4804
Air India,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,9:25,18:30,9h 5m,1 stop,No info,8366
Air India,04/01/19,Kolkata,Bangalore,CCU ? BOM ? TRV ? BLR,9:25,02/04/21 10:30,25h 5m,2 stops,No info,12009
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,02/05/21 12:00,21h 55m,1 stop,In-flight meal not included,9663
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,16-05-21 9:20,14h 25m,1 stop,In-flight meal not included,9663
Vistara,03/09/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,non-stop,No info,7975
IndiGo,03/03/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,7295
Air India,05/21/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,3100
Air India,03/12/19,Bangalore,New Delhi,BLR ? BOM ? IXC ? DEL,8:50,13-03-21 13:55,29h 5m,2 stops,No info,13303
Air Asia,03/18/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4384
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,22-05-21 4:40,14h 35m,1 stop,No info,14388
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,9:15,19:15,10h,1 stop,No info,9779
SpiceJet,04/06/19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,non-stop,No info,3873
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,28-05-21 19:00,21h 10m,1 stop,No info,16079
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,14924
Jet Airways,03/12/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,3:00,16:35,13h 35m,1 stop,No info,22294
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,22-05-21 9:45,16h 45m,1 stop,No info,13067
Vistara,03/03/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,non-stop,No info,8028
Air India,03/21/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-21 19:15,23h 30m,2 stops,No info,8236
IndiGo,06/03/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,13-05-21 10:05,14h 5m,1 stop,In-flight meal not included,8586
SpiceJet,04/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,15:15,7h 15m,1 stop,No info,22270
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,In-flight meal not included,6144
Vistara,04/15/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,5613
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,02/06/21 4:25,22h 55m,2 stops,No info,13014
IndiGo,05/03/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4049
IndiGo,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,9:15,21:00,11h 45m,1 stop,No info,6838
IndiGo,05/15/19,New Delhi,Cochin,DEL ? HYD ? COK,7:35,16:10,8h 35m,1 stop,No info,6442
Air India,06/06/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,9416
Air India,05/06/19,Kolkata,Bangalore,CCU ? DEL ? AMD ? BLR,10:00,07/05/21 5:25,19h 25m,2 stops,No info,17049
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,10/05/21 8:15,13h 20m,1 stop,In-flight meal not included,8586
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,02/05/21 9:45,13h 20m,1 stop,No info,11467
Air India,03/06/19,New Delhi,Cochin,DEL ? MAA ? COK,12:30,07/03/21 9:25,20h 55m,1 stop,No info,13832
IndiGo,04/21/19,New Delhi,Cochin,DEL ? MAA ? COK,2:00,7:25,5h 25m,1 stop,No info,5636
Multiple carriers Premium economy,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,19:00,22-03-21 1:35,6h 35m,1 stop,No info,10885
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,10/05/21 12:35,19h 5m,1 stop,In-flight meal not included,12373
GoAir,05/18/19,Bangalore,New Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,4340
SpiceJet,04/21/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,4319
IndiGo,05/06/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
IndiGo,06/21/19,Bangalore,New Delhi,BLR ? DEL,18:15,21:20,3h 5m,non-stop,No info,4990
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19-05-21 4:25,18h 25m,1 stop,In-flight meal not included,12373
IndiGo,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,20:25,07/06/21 1:30,5h 5m,1 stop,No info,5054
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,02/05/21 4:40,14h 35m,1 stop,No info,13941
SpiceJet,05/03/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3859
Multiple carriers,06/09/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,9646
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,15:15,16-05-21 1:30,10h 15m,1 stop,No info,7670
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,19-05-21 19:50,24h 55m,1 stop,In-flight meal not included,10844
Vistara,03/06/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,15:40,07/03/21 16:45,25h 5m,1 stop,No info,12395
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4148
Air India,05/01/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,6245
Air India,03/21/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,22-03-21 9:25,20h 10m,2 stops,No info,7107
Air India,05/18/19,Kolkata,Bangalore,CCU ? JAI ? BOM ? BLR,8:20,19-05-21 11:10,26h 50m,2 stops,No info,11222
Air Asia,04/18/19,Bangalore,New Delhi,BLR ? DEL,23:55,19-04-21 2:45,2h 50m,non-stop,No info,4483
Air India,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:50,07/06/21 7:55,15h 5m,1 stop,No info,8366
SpiceJet,05/12/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No info,3597
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,9100
Jet Airways,06/27/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,No info,8016
Air Asia,06/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,22:40,10/06/21 10:40,12h,1 stop,No info,11323
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,25-06-21 12:35,13h 30m,2 stops,No info,12819
IndiGo,03/09/19,New Delhi,Cochin,DEL ? HYD ? COK,4:55,16:10,11h 15m,1 stop,No info,6171
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,10/05/21 10:55,25h 20m,1 stop,In-flight meal not included,8066
Vistara,05/12/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,28-03-21 4:25,20h 25m,1 stop,No info,12452
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,9526
Jet Airways,04/15/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,21:20,14h 15m,2 stops,No info,6128
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? MAA ? BOM ? COK,5:10,28-03-21 19:45,38h 35m,2 stops,In-flight meal not included,8098
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,19:10,9h 35m,1 stop,In-flight meal not included,12384
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:55,16:10,7h 15m,1 stop,No info,19225
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,07/03/21 1:35,12h 35m,1 stop,In-flight meal not included,15136
Air India,04/01/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,4729
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,19:00,10h,1 stop,No info,10197
SpiceJet,05/12/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No check-in baggage included,4781
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,07/05/21 16:20,23h 50m,1 stop,No info,13941
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,8:45,19:15,10h 30m,1 stop,No info,8266
Air Asia,04/27/19,New Delhi,Cochin,DEL ? BLR ? COK,20:45,28-04-21 7:10,10h 25m,1 stop,No info,6451
IndiGo,03/24/19,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,4752
Air India,05/27/19,New Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,9h 30m,1 stop,No info,8907
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,No info,16079
Air India,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,6:45,20:35,13h 50m,1 stop,No info,12127
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,02/05/21 23:35,27h 10m,1 stop,In-flight meal not included,9314
Air India,06/24/19,New Delhi,Cochin,DEL ? MAA ? COK,20:40,25-06-21 9:25,12h 45m,1 stop,No info,7480
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No check-in baggage included,3815
IndiGo,05/15/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,28-05-21 4:25,18h 45m,2 stops,No info,15129
